timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/24 06:54:12.082, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:54:12.282, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:54:12.482, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:54:12.682, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:54:12.883, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:54:13.083, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:54:13.283, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:54:13.486, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/24 06:54:13.686, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/24 06:54:13.886, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/24 06:54:14.087, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/24 06:54:14.287, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/24 06:54:14.487, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:54:14.688, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:54:14.888, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:54:15.088, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:54:15.288, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:54:15.494, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/24 06:54:15.694, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/24 06:54:15.894, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:54:16.095, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:54:16.295, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:54:16.495, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/24 06:54:16.695, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/24 06:54:16.896, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/24 06:54:17.096, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/24 06:54:17.296, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/24 06:54:17.499, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:54:17.699, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:54:17.899, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:18.100, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:18.300, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:18.500, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:54:18.701, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:54:18.901, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:54:19.101, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:54:19.301, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:54:19.504, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:54:19.704, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:54:19.904, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.77 W
2026/09/24 06:54:20.105, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.77 W
2026/09/24 06:54:20.305, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.77 W
2026/09/24 06:54:20.505, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:54:20.706, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:54:20.906, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:54:21.106, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:54:21.306, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:54:21.517, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.68 W
2026/09/24 06:54:21.717, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.68 W
2026/09/24 06:54:21.917, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:54:22.117, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:54:22.318, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:54:22.518, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.67 W
2026/09/24 06:54:22.718, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.67 W
2026/09/24 06:54:22.919, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:54:23.119, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:54:23.319, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:54:23.522, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:23.722, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:23.922, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:24.122, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:24.323, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:24.523, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:54:24.723, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:54:24.923, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:54:25.124, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:54:25.324, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:54:25.531, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/24 06:54:25.731, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/24 06:54:25.931, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:26.131, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:26.332, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:26.532, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/24 06:54:26.732, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/24 06:54:26.933, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:54:27.133, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:54:27.333, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:54:27.535, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:54:27.736, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:54:27.936, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.13 W
2026/09/24 06:54:28.136, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.13 W
2026/09/24 06:54:28.337, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.13 W
2026/09/24 06:54:28.537, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.53 W
2026/09/24 06:54:28.737, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.53 W
2026/09/24 06:54:28.937, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:54:29.138, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:54:29.338, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:54:29.540, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:29.741, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:29.941, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:54:30.141, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:54:30.342, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:54:30.542, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:54:30.742, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:54:30.942, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:31.143, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:31.343, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:31.549, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:31.749, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:31.950, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.41 W
2026/09/24 06:54:32.150, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.41 W
2026/09/24 06:54:32.350, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.41 W
2026/09/24 06:54:32.550, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:32.751, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:32.951, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:33.151, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:33.352, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:33.555, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.49 W
2026/09/24 06:54:33.755, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.49 W
2026/09/24 06:54:33.955, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:34.155, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:34.356, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:34.556, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/24 06:54:34.756, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/24 06:54:34.957, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/24 06:54:35.157, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/24 06:54:35.357, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/24 06:54:35.560, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:54:35.760, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:54:35.960, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:54:36.161, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:54:36.361, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:54:36.561, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:36.762, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:36.962, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:54:37.162, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:54:37.362, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:54:37.567, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:37.767, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:37.968, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.45 W
2026/09/24 06:54:38.168, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.45 W
2026/09/24 06:54:38.368, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.45 W
2026/09/24 06:54:38.569, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:54:38.769, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:54:38.969, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:39.169, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:39.370, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:39.572, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:54:39.773, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:54:39.973, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:40.173, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:40.373, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:40.574, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.58 W
2026/09/24 06:54:40.774, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.58 W
2026/09/24 06:54:40.974, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:54:41.175, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:54:41.375, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:54:41.577, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/24 06:54:41.777, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/24 06:54:41.978, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:42.178, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:42.378, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:42.579, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.64 W
2026/09/24 06:54:42.779, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.64 W
2026/09/24 06:54:42.979, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:54:43.179, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:54:43.380, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:54:43.585, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.73 W
2026/09/24 06:54:43.785, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.73 W
2026/09/24 06:54:43.986, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.09 W
2026/09/24 06:54:44.186, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.09 W
2026/09/24 06:54:44.386, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.09 W
2026/09/24 06:54:44.586, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.76 W
2026/09/24 06:54:44.787, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.76 W
2026/09/24 06:54:44.987, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.13 W
2026/09/24 06:54:45.187, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.13 W
2026/09/24 06:54:45.388, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.13 W
2026/09/24 06:54:45.590, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.54 W
2026/09/24 06:54:45.791, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.54 W
2026/09/24 06:54:45.991, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:54:46.191, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:54:46.392, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.58 W
2026/09/24 06:54:46.592, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.58 W
2026/09/24 06:54:46.792, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.58 W
2026/09/24 06:54:46.992, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:54:47.193, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:54:47.393, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:47.595, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:47.796, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:47.996, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:48.196, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:48.396, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/24 06:54:48.597, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/24 06:54:48.797, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/24 06:54:48.997, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:54:49.198, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:54:49.398, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:49.604, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:49.804, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:54:50.004, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:50.205, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:50.405, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.53 W
2026/09/24 06:54:50.605, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.53 W
2026/09/24 06:54:50.805, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.53 W
2026/09/24 06:54:51.006, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.16 W
2026/09/24 06:54:51.206, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.16 W
2026/09/24 06:54:51.406, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.70 W
2026/09/24 06:54:51.609, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.70 W
2026/09/24 06:54:51.809, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.70 W
2026/09/24 06:54:52.009, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:54:52.209, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:54:52.410, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/24 06:54:52.610, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/24 06:54:52.810, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/24 06:54:53.011, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:53.211, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:53.411, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:54:53.614, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:54:53.814, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:54:54.014, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:54:54.214, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:54:54.415, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:54:54.615, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:54:54.815, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:54:55.016, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:55.216, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:55.416, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:54:55.621, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:54:55.822, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:54:56.022, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.49 W
2026/09/24 06:54:56.222, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.49 W
2026/09/24 06:54:56.423, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:56.623, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:56.823, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:54:57.023, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/24 06:54:57.224, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/24 06:54:57.424, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:57.626, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:57.827, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:54:58.027, 100 %, 18 %, 46937 MiB, 49140 MiB, 299.79 W
2026/09/24 06:54:58.227, 100 %, 18 %, 46937 MiB, 49140 MiB, 299.79 W
2026/09/24 06:54:58.427, 100 %, 18 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/24 06:54:58.627, 100 %, 18 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/24 06:54:58.828, 100 %, 18 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/24 06:54:59.028, 100 %, 18 %, 46937 MiB, 49140 MiB, 299.60 W
2026/09/24 06:54:59.228, 100 %, 18 %, 46937 MiB, 49140 MiB, 299.60 W
2026/09/24 06:54:59.429, 100 %, 20 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:54:59.631, 100 %, 20 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:54:59.831, 100 %, 20 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:55:00.031, 100 %, 23 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:55:00.232, 100 %, 23 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:55:00.432, 100 %, 24 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/24 06:55:00.632, 100 %, 24 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/24 06:55:00.832, 100 %, 24 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/24 06:55:01.033, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:55:01.233, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:55:01.433, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:55:01.639, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:55:01.840, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:55:02.040, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.55 W
2026/09/24 06:55:02.240, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.55 W
2026/09/24 06:55:02.441, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/24 06:55:02.641, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/24 06:55:02.841, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/24 06:55:03.041, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/24 06:55:03.242, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/24 06:55:03.442, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/24 06:55:03.644, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/24 06:55:03.845, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/24 06:55:04.045, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.50 W
2026/09/24 06:55:04.245, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.50 W
2026/09/24 06:55:04.445, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/24 06:55:04.646, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/24 06:55:04.846, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/24 06:55:05.046, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:55:05.247, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:55:05.447, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.62 W
2026/09/24 06:55:05.649, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.62 W
2026/09/24 06:55:05.849, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.62 W
2026/09/24 06:55:06.050, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.47 W
2026/09/24 06:55:06.250, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.47 W
2026/09/24 06:55:06.450, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:55:06.651, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:55:06.851, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:55:07.051, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:55:07.251, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:55:07.452, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:55:07.658, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:55:07.858, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:55:08.058, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/24 06:55:08.259, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/24 06:55:08.459, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:55:08.659, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:55:08.859, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:55:09.060, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:55:09.260, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:55:09.460, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.57 W
2026/09/24 06:55:09.664, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.57 W
2026/09/24 06:55:09.865, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.57 W
2026/09/24 06:55:10.065, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.64 W
